,RoboCIn,Razi2018,robô 1_l,robô 2_l,robô 3_l,robô 4_l,robô 5_l,robô 6_l,robô 7_l,robô 8_l,robô 9_l,robô 10_l,robô 11_l,robô 1_r,robô 2_r,robô 3_r,robô 4_r,robô 5_r,robô 6_r,robô 7_r,robô 8_r,robô 9_r,robô 10_r,robô 11_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
posição x da bola,0,0,"-2,0204","-3,8679","-5,5782","-4,9759","-4,4034","-3,871","-3,3806","-3,7964","-3,4155","-2,3292","-1,2971","-0,3597","0,5372","1,4726","2,2801","3,039","3,733","4,4331","5,2722","6,0849","6,8457","7,5575","8,245","8,0504","7,8876","8,2843","7,9703","7,7132","7,3372","7,194","7,2555","6,7197","7,2544","8,118","8,9678","9,6949","10,4029","11,0995","11,5243","11,9279","11,9711","12,0046","12,0416","12,0792","11,2647","11,9023","12,5012","13,0753","13,0225","12,4422","12,158","13,3487","15,1526","16,8754","18,4449","19,9345","20,2413","20,913","19,9572","19,059","18,2311","17,3909","17,3315","17,2739","17,22","17,1894","17,1585","17,1213","16,848","16,5888","16,3409","15,9376","15,5579","15,2073","14,8835","14,5668","14,266","13,9776","14,3443","14,6899","13,5579","13,6243","12,5108","11,424","10,3897","9,4153","8,4851","7,6043","6,7671","6,1182","6,4281","7,0149","7,5812","8,5087","9,4233","10,2694","10,9927","11,6418","12,2381","12,804","13,3612","13,5608","13,7477","13,9191","14,3379","14,7326","15,479","16,1697","16,82","17,4416","18,0149","18,7875","20,285","21,7689","23,2369","24,5742","25,7798","26,919","28,0667","29,1094","30,1514","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","31,1254","33,1343","35,1339","37,0117","38,859","39,0081","39,1489","39,2851","39,4199","39,5604","40,3334","40,3334","39,9965","39,7411","39,4946","39,2658","39,0311","38,8052","39,324","39,3514","39,378","39,3891","39,3892","39,3651","39,3338","39,3031","39,5269","39,7052","39,877","40,0199","40,1324","40,3977","40,6457","42,89","45,0533","47,0454","48,872","50,5647","52,1552","53,5903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,9016","1,8278","0,4895","-0,4703","-1,3998","-2,0264","-2,6405","-3,1465","-3,6232","-4,0665","-4,6997","-2,814","-4,4292","-5,6027","-6,6999","-7,8202","-8,3545","-8,8543","-9,3274","-9,7722","-10,1889","-9,8444","-11,1745","-13,2945","-15,2709","-17,093","-16,8721","-16,2363","-16,6559","-17,0502","-17,4403","-17,7998","-18,1402","-18,4527","-19,5066","-20,4003","-21,266","-22,0666","-22,8266","-23,517","-24,1634","-24,7649","-25,2832","-25,8035","-26,2423","-26,6571","-27,0236","-27,4026","-27,7565","-29,138","-30,4493","-31,6653","-32,834","-33,9321","-34,9239","-35,8784","-36,7524","-37,5792","-38,3629","-39,126","-39,8518","-40,5545","-41,2096","-41,8217","-42,3883","-42,9109","-43,4096","-43,8791","-44,3374","-44,7665","-45,4564","-46,0615","-46,5937","-47,1288","-47,6885","-48,2135","-47,9411","-48,9665","-49,289","-48,3908",-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,"-33,783","-31,6868","-29,6584","-29,589","-29,5947","-28,9799","-26,5829","-24,3365","-22,2186","-20,1708","-18,1783","-16,2711","-15,9184","-15,5837","-15,043","-14,5338","-14,0667","-13,6217","-13,2244","-12,8731","-12,5308","-12,2","-11,8835","-11,4438","-11,0239","-10,6177","-10,23","-9,6246","-9,0623","-8,5419","-8,0698","-7,6148","-7,1784","-6,6694","-6,2049","-5,7884","-5,4071","-5,048","-4,7029","-4,0017","-3,331","-2,7023","-2,1156","-1,5459","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","-0,9991","1,6116","4,0396","6,3348","8,5115","10,5847","11,0161","11,4258","10,8611","10,0375","9,1764","8,3771","9,1341","8,6746","8,2456","5,912","3,6588","1,5123","-0,4615","-1,1627","-1,8166","-2,2345","-2,6551","-3,0935","-3,5361","-3,9205","-4,5562","-5,1536","-5,7146","-6,2451","-6,746","-7,2416","-5,894","-5,7982","-5,7166","-5,6361","-5,5729","-5,5137","-5,4409","-5,353","-5,2597","-4,6488","-5,184","-7,2719","-9,2961","-11,1822","-12,9579","-14,6335","-16,1703","-17,6456","-19,0159","-20,2826","-21,4089","-22,5077","-23,5639","-24,5716","-25,5098","-26,4288","-27,2614","-28,044","-28,7837","-29,4787","-30,1538","-30,7708","-31,3342","-31,8706","-32,3749","-32,8314","-32,8883","-32,8841","-32,849","-32,6857","-31,6585","-30,7652","-29,9093","-29,1225","-28,3588","-27,6336","-26,9301","-26,0101","-25,2482","-24,5047","-23,8292","-23,2062","-22,6326","-22,0878","-21,2999","-20,5563","-19,8776","-19,1579","-18,4816","-17,8576","-17,2488","-17,0574","-16,8734","-16,7028","-14,4317","-12,3372","-10,456","-8,714","-8,1169","-7,9627","-7,4668","-6,5453","-5,7255","-4,9402","-4,1963","-3,4855","-2,8204","-2,1954","-1,6151","-1,0712","-0,6131","0,0171","0,6042","1,1748","1,3945","1,5985","1,7802","1,9585","2,1595","1,3105","1,8665","2,3813","2,8511","3,2923","3,7065","4,0923","4,5979","5,0573","5,483","5,898","6,1412","6,3633","6,581","6,8065","7,0097","7,3397","7,6496","9,4072","11,0634","12,6616","14,1504","15,5622","16,9139","18,1374","19,2011","20,2036","21,1422","22,0311","22,8277","23,5971","24,3165","24,9905","25,6478","26,2739","27,2364","28,1309","28,967","29,7624","30,5251","31,232","32,4601","33,5576","34,5915","35,5448","36,4393","37,2748","38,0902","38,8735","39,6073","40,298","40,9248","41,5291","42,1021","42,6306","43,1074","43,5554","43,976","44,7538","45,483","46,1453","46,7646","47,1388","47,4988","47,8336","48,1506","48,4527","48,7575","49,2793","49,769","50,2388","50,6678","50,7667","50,8463","51,6732","52,4217","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","51,5","50,3291","49,2197","48,1863","47,2211","46,3556","45,5672","44,6057","44,6057","44,6057","44,6057","44,6057","44,6057","44,6057","44,6057","44,6057","44,6057","44,6057","44,6057","44,6057","44,6057","44,6057","44,6057","44,6057","44,6057","44,6057","44,6057","44,6057","45,153","45,6391","46,1788","46,6434","47,0965","44,7248","42,3833","40,1788","38,0912","36,178","34,3868","32,7731","31,2201","29,806","28,4639","27,2057","26,0478","24,9501","23,9183","22,9475","21,4807","20,1269","18,8881","17,7098","16,5504","15,5048","14,4491","13,5076","12,611","11,7837","11,0138","10,2336","10,1297","10,1297","10,1297","10,1297","10,1297","10,1297","10,1297","10,1297","10,1297","10,1297","10,1297","10,1297","10,1297","10,1297","10,1297","10,1297","10,1297","10,1297","10,1297","10,1297","10,1297","10,1297","10,1297","10,1297","10,1297","10,1297","10,1297","9,25","8,408","7,61","7,7061","7,6704","7,6367","6,6278","4,4479","2,3956","0,4272","-1,3793","-3,0859","-4,6926","-6,1619","-7,4794","-8,5982","-9,6249","-10,5851","-11,4933","-12,3467","-13,1408","-13,8857","-14,6007","-15,2815","-15,9167","-16,538","-17,1092","-18,2691","-19,3622","-20,4081","-21,4241","-22,3515","-23,2101","-24,055","-24,8316","-25,5561","-26,2413","-26,8615","-27,4354","-27,973","-28,5891","-29,1646","-29,7084","-30,224","-30,7035","-30,6084","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-30,541","-32,535","-34,3585","-36,0443","-37,6578","-39,1264","-40,5198","-41,8252","-43,0403","-44,1878","-45,2653","-45,773","-46,237","-46,6652","-47,0746","-47,4607","-47,8164","-48,1733","-48,51","-48,8345","-50,8987","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5","-51,5"
posição y da bola,0,0,"-0,6272","-1,2573","-1,8469","-1,6667","-1,515","-1,3755","-1,2588","-0,8555","-2,1686","-4,7966","-7,266","-9,4967","-11,6718","-13,7638","-15,721","-17,5607","-19,284","-20,8693","-20,9761","-21,0947","-21,1843","-21,2745","-21,3839","-21,6039","-21,8597","-21,9284","-20,8184","-20,7089","-20,6117","-20,8532","-22,2169","-21,7401","-20,9767","-19,2401","-17,665","-16,1616","-14,7645","-13,4627","-13,2391","-13,0423","-12,6902","-12,3567","-12,056","-11,7685","-11,6942","-11,2254","-10,7873","-10,3081","-10,3402","-10,2035","-10,1038","-11,1798","-9,4608","-7,8338","-6,3251","-4,9989","-4,9291","-3,4808","-5,1135","-6,6475","-8,0951","-9,4663","-8,9123","-8,3758","-7,8739","-7,4025","-6,9527","-6,5419","-5,8074","-5,1044","-4,4213","-3,8858","-3,3863","-2,9097","-2,4601","-2,0155","-1,5972","-1,2014","-1,6522","-2,0773","-1,9495","-1,9864","-1,8755","-1,7959","-1,6956","-1,6044","-1,4976","-1,3805","-1,2554","-0,7048","-1,833","-4,5881","-7,1885","-9,7395","-12,0858","-14,2061","-16,2477","-18,1244","-19,8802","-21,4526","-22,9183","-22,6967","-22,4936","-22,3013","-21,913","-21,5458","-20,2372","-19,0284","-17,8855","-16,7946","-15,7122","-16,1888","-18,6752","-20,9096","-22,9753","-24,982","-26,9395","-28,7785","-30,4878","-32,0518","-33,5508",-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,"-32,4652","-31,0281","-29,6468","-28,3561","-27,8154","-27,3103","-26,8337","-26,3847","-25,9782","-27,2453","-27,2453","-25,0141","-22,9313","-21,0313","-19,2448","-17,5594","-15,979","-15,6235","-14,8624","-14,1432","-13,462","-12,7996","-12,1588","-11,5691","-11,0166","-10,1814","-9,4107","-8,6944","-8,0031","-7,3525","-6,5851","-5,8584","-4,3398","-2,8899","-1,5667","-0,3418","0,8857","1,9994","3,0186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,4298","0,9499","0,5824","0,533","0,4958","0,3941","0,2952","0,2773","0,2547","0,2466","0,1376","0,0364","0,399","0,4407","0,4647","0,6259","0,663","0,6953","0,7204","0,7457","0,7674","0,1987","0,8428","0,6216","0,408","0,2442","-0,2775","0,5401","0,9783","1,3899","1,823","2,2374","2,6224","2,9731","5,5948","7,9934","10,234","12,352","14,3002","16,143","17,8935","19,5132","20,9773","22,3582","23,6086","24,742","25,8497","26,9228","27,9181","27,9898","28,059","28,1157","28,1662","28,2136","28,2408","28,266","28,2631","28,2305","28,1938","28,1615","28,1192","28,0969","28,0849","28,0679","28,0271","28,012","27,9978","27,9904","27,9824","27,9711","26,4313",25,"23,6891","22,472","21,3153","20,2286","17,7381","16,6841","16,6532","16,4775","20,16","20,16","20,16","20,16","20,16","20,16","20,16","20,16","20,16","20,16","20,16","20,16","20,16","20,16","20,16","20,16","20,16","20,16","20,16","21,553","22,8351","24,1279","24,4806","24,4466","24,6792","25,549","26,3456","27,1116","27,8326","28,4945","29,0598","28,6409","28,2434","28,0855","27,9594","27,8532","27,7516","27,6588","28,1315","28,577","28,9826","29,3763","29,7325","30,0622","30,3752","30,6707","30,6168","30,5666","30,5137","30,4594","30,4076","30,3548","30,0699","29,8027","29,5527","29,3011","29,0631","28,8513","29,871","30,8231","31,7187","32,5713","33,3639",34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,"33,5656","33,1479","32,7049","32,2929","31,9439","32,2854","32,6032","31,4839","29,0293","26,7186","24,4882","23,247","23,1278","23,0106","22,8403","22,6699","22,4538","22,2574","21,9403","21,6351","23,2498","24,7453","26,1105","27,3489","28,5038","28,4588","28,4169","28,3799","28,3485","28,3217","28,8929","28,558","29,3215","30,0336","30,7323","31,3976","32,0197","32,583","33,1186","33,6412","33,1988","32,2103","30,9153","29,6179","28,3749","27,3082","26,3301","25,3425","24,3879","23,4621","22,5923","21,79","21,0286","20,3112","19,5853","18,8571","18,204","17,5649","16,9607","16,3741","15,8211","15,3249","14,8234","14,3523","13,8992","13,4746","13,055","13,6655","13,7037","13,9122","12,4262","10,3878","8,4274","6,5843","4,8481","3,3013","1,7712","0,3354","0,0972","-0,1401","-0,3633","-0,5536","-0,7319","-0,9203","-1,075","-0,9688","-0,8571","-0,7472","-0,6823","-0,6113","-0,5625","-0,5123","-0,9035","-1,2801","-1,6323","-1,5125","-1,4198","-1,36","-1,34","-1,5207","-0,4775","-1,2359","-3,9285","-6,4028","-8,6715","-10,8516","-12,8657","-14,8095","-16,6364","-18,3639","-19,9562","-21,4408","-21,4272","-21,4136","-21,4107","-21,0633","-20,7354","-20,4309","-20,1482","-19,8578","-20,5453","-21,0404","-21,4769","-21,8734","-22,2569","-22,6308","-22,9832","-22,9306","-22,8775","-22,809","-22,7539","-23,221","-23,6731","-24,099","-24,5032","-24,8727","-24,9311","-24,9824","-23,7747","-22,63","-21,593","-20,5825","-19,6232","-18,719","-17,8616","-17,8884","-17,9511","-18,0465","-18,1337","-18,2122","-18,2894","-18,3651","-18,4244","-18,5012","-18,5819","-18,4581","-18,3743","-18,2908","-18,2063","-18,0981","-18,0235","-18,285","-18,5151","-18,7192","-18,8969","-19,0677","-19,2135","-19,3393","-19,4886","-19,6252","-19,7482","-19,8404","-19,9179","-19,9943","-20,0683","-20,141","-20,21","-20,2733","-20,0739","-19,8729","-19,6873","-19,5018","-18,8684","-18,2443","-17,6289","-17,0551","-16,5126","-16,0111","-15,3628","-14,7525","-14,2029","-13,6861","-13,1941","-12,736","-13,5913","-14,3951",-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,"-31,1396","-29,3639","-27,6819","-26,0893","-24,5756","-23,1321","-21,5839","-21,5839","-21,5839","-21,5839","-21,5839","-21,5839","-21,5839","-21,5839","-21,5839","-21,5839","-21,5839","-21,5839","-21,5839","-21,5839","-21,5839","-21,5839","-21,5839","-21,5839","-21,5839","-21,5839","-21,5839","-19,5104","-17,4701","-15,6029","-13,7794","-12,0586","-10,6063","-9,2267","-7,9291","-6,7067","-5,5521","-4,3936","-3,281","-2,2254","-1,2317","-0,2763","0,6155","1,4658","2,2394","2,9353","3,5545","5,8059","7,9731","10,0071","11,8437","13,5875","15,2704","16,8531","18,3734","19,8175","21,2517","22,5996","23,0486","21,973","21,973","21,973","21,973","21,973","21,973","21,973","21,973","21,973","21,973","21,973","21,973","21,973","21,973","21,973","21,973","21,973","21,973","21,973","21,973","21,973","21,973","21,973","21,973","21,973","21,973","21,973","22,896","23,8186","24,6877","24,8089","24,7859","24,7648","24,726","25,8182","26,7371","27,5263","28,2673","28,9014","29,5283","30,1655","30,7557","30,8269","30,849","30,9085","30,9868","31,0852","31,1816","31,2577","31,3322","31,4181","31,4931","31,555","31,5915","31,549","31,5137","31,483","31,465","31,4488","31,449","31,4422","31,4052","31,3655","31,3241","31,2958","31,2825","31,2708","31,4669","31,6471","31,7966","31,9331","32,044","33,6872",34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,"33,6486","33,3071","32,9177","32,5868","32,3146","32,0265","31,765","31,5438","31,3388","31,1886","30,4338","29,7073","29,021","28,3614","27,7326","27,134","26,5515","26,0054","25,5014","25,3941",33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
